Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact
S08984,jon fisher,2011-01-29,Grade 5,345-006-2417
S08985,Jesse Norris,2015-03-05,Grade 5,565-998-6237
S08986,Justin Castaneda,2011-08-10,Grade 3,611-345-6775
S08987,Kimberly Graves,2015-09-02,Grade 4,676-948-2124
S08988,Kari Luna,2018-07-31,Grade 3,026-175-2839
S08989,Miranda Howard,2014-10-15,Grade 2,736-171-0883
S08990,Jeanette Fletcher,2008-05-18,Grade 2,229-961-2804
S08991,Richard Bradford,2018-10-23,Grade 2,688-704-2783
S08992,Samantha Colon,2016-09-28,Grade 1,939-354-0177
S08993,Melinda Garcia,2013-01-29,Grade 4,unknown
S08994,Andrea Day,2018-12-22,Grade 1,995-806-0134
S08995,William Baxter,2018-07-04,Grade 1,unknown
S08996,Ryan Gordon,2006-12-18,Grade 5,368-920-4726
S08997,kimberly wilkins,2011-09-08,Grade 5,206-735-1715
S08998,John Perry,2010-06-09,Grade 1,372-673-6178
S08999,David Valencia,2017-05-11,Grade 3,745-836-0252
S09000,joy morris,2006-05-09,Grade 4,294-991-3985
S09001,Matthew Phillips,2017-05-24,Grade 2,606-558-2729
S09002,Mathew Dennis,2007-02-11,Grade 4,345-892-6276
S09003,Michael Haney,2008-01-12,Grade 5,unknown
S09004,Melinda Riley,2006-04-28,Grade 5,283-581-8043
S09005,Heather Escobar,2012-10-07,Grade 3,170-412-9078
S09006,Katie Andrews,2008-07-04,Grade 5,517-531-3011
S09007,Kevin Kim,2011-01-29,Grade 4,995-813-9316
S09008,Jennifer Park,2017-06-09,Grade 2,938-571-0915
S09009,Steven Acevedo,2017-12-08,Grade 2,935-548-8641
S09010,anthony leblanc,2008-08-10,Grade 5,812-265-6151
S09011,Robert Holt,2010-12-25,Grade 2,214-198-5124
S09012,Alexandra Mejia,2015-09-24,Grade 4,682-428-7204
S09013,Ashley Carlson,2010-09-22,Grade 1,unknown
S09014,James Leonard,2009-10-18,Grade 2,261-455-6492
S09015,Adrienne Brown,2006-07-04,Grade 3,316-574-1398
S09016,Erin Joseph,2013-09-17,Grade 3,359-135-7994
S09017,Jessica Cain,2017-09-23,Grade 1,168-474-9848
S09018,Benjamin Pace,2016-12-24,Grade 2,293-472-4531
S09019,Joel Brown,2009-01-12,Grade 5,605-464-0430
S09020,Sharon Beck,2014-02-11,Grade 3,666-297-5679
S09021,jessica hawkins,2008-11-29,Grade 4,281-070-3383
S09022,Mr. Devin Reynolds,2008-11-10,Grade 4,440-581-0782
S09023,Kristen Higgins,2015-07-19,Grade 4,621-840-1468
S09024,Cathy Giles,2016-06-13,Grade 2,unknown
S09025,Jeffrey Brown,2008-01-27,Grade 2,257-729-9521
S09026,Steve Reyes DDS,2013-03-03,Grade 2,881-064-9580
S09027,Nicole Harper,2009-03-06,Grade 3,332-741-4890
S09028,Charles Fisher,2010-08-14,Grade 5,997-694-6083
S09029,Kenneth Sims,2011-08-25,Grade 4,915-253-7239
S09030,Nicholas Riley,2007-09-28,Grade 2,807-319-2284
S09031,William Martin,2013-05-20,Grade 2,576-476-2322
S09032,Robert Pugh,2007-01-31,Grade 5,229-040-6344
S09033,Leah Harris,2014-04-04,Grade 1,699-730-7758
S09034,Michael Franklin,2009-03-22,Grade 4,227-596-3166
S09035,Daniel Cook,2012-04-29,Grade 4,989-678-4055
S09036,Katherine Dunn,2016-08-06,Grade 2,875-706-7149
S09037,Ernest Reilly,2018-05-09,Grade 2,704-971-5726
S09038,Karen Rivera,2013-02-18,Grade 3,992-564-4994
S09039,Justin Perez,2009-10-13,Grade 5,985-768-4663
S09040,Heather Thompson,2011-07-24,Grade 2,608-703-0475
S09041,Morgan Garcia,2013-06-02,Grade 2,677-513-1196
S09042,Jacob Hodges,2009-01-02,Grade 3,286-234-3767
S09043,Mr. David Avila,2012-08-19,Grade 4,765-868-1964
S09044,william ferguson,2014-07-19,Grade 2,778-312-5025
S09045,Jamie Anderson,2013-01-31,Grade 5,660-198-1491
S09046,april jensen,2010-06-12,Grade 4,314-495-8132
S09047,Lisa Patel,2015-12-13,Grade 5,016-549-8424
S09048,Joseph Chaney,2018-02-10,Grade 1,887-322-4204
S09049,Jessica Crawford,2013-10-04,Grade 2,250-574-3302
S09050,kristen harper,2007-11-24,Grade 4,738-553-6715
S09051,Sara Ferguson,2018-11-07,Grade 2,896-309-7852
S09052,Amber Phillips,2009-01-25,Grade 2,297-593-7242
S09053,Heather Welch,2014-11-23,Grade 4,250-966-1725
S09054,victoria thomas,2010-10-31,Grade 5,460-066-9217
S09055,Daniel Proctor,2008-12-06,Grade 3,875-518-0650
S09056,Catherine Fuller,2012-08-09,Grade 4,935-779-1246
S09057,Robert Hancock,2008-10-06,Grade 2,212-562-9229
S09058,William Barker,2012-02-20,Grade 2,957-649-9592
S09059,Richard Martinez,2016-10-24,Grade 2,839-904-2600
S09060,Kelly Dougherty,2011-01-18,Grade 5,060-151-1512
S09061,brandi fuller,2011-08-24,Grade 4,242-296-0322
S09062,William Cook V,2012-09-25,Grade 5,683-388-1778
S09063,Jason Hendrix,2007-07-26,Grade 4,572-013-1121
S09064,Monica Peterson,2010-11-30,Grade 1,548-917-2335
S09065,Bonnie Chavez,2015-05-19,Grade 3,697-945-6002
S09066,Kelsey Moore,2014-07-06,Grade 3,401-935-5842
S09067,Sharon Hart,2006-04-29,Grade 1,666-400-6064
S09068,cynthia murray,2019-01-17,Grade 5,040-857-9359
S09069,Emma Cox,2019-03-02,Grade 1,855-467-5500
S09070,Stephanie Stewart,2018-01-26,Grade 4,088-195-4027
S09071,Lori Ramirez,2013-09-05,Grade 4,unknown
S09072,Logan Gonzalez,2013-04-03,Grade 2,768-395-0427
S09073,Travis Clayton,2009-05-29,Grade 1,835-750-5284
S09074,Michael Conrad,2016-02-10,Grade 3,603-266-7953
S09075,Caroline Young,2013-06-27,Grade 2,969-925-4044
S09076,Amanda Page,2009-08-23,Grade 4,221-024-0182
S09077,Billy Roberts,2016-10-27,Grade 3,309-298-5119
S09078,Eric Kelly,2010-05-31,Grade 4,441-412-5114
S09079,Veronica Shepard,2007-12-18,Grade 2,834-163-5155
S09080,Matthew Key,2009-02-05,Grade 2,288-783-3124
S09081,Jessica Dixon,2017-07-23,Grade 4,538-974-3277
S09082,Brian West,2011-06-29,Grade 3,992-459-4056
S09083,Judith Norman,2010-09-27,Grade 1,029-167-9306
S09084,Mark Taylor,2008-07-01,Grade 2,unknown
S09085,Christopher Rogers,2018-01-31,Grade 3,909-824-1281
S09086,Elizabeth Walker,2014-10-23,Grade 4,877-119-4105
S09087,casey smith,2016-05-19,Grade 4,779-868-7722
S09088,Debra Johnson,2018-09-12,Grade 2,390-902-9077
S09089,mario miller jr.,2012-12-06,Grade 1,687-925-2981
S09090,Wesley Rose,2011-04-22,Grade 2,884-666-8832
S09091,Denise Barrera,2008-07-23,Grade 2,714-846-3828
S09092,Clinton Doyle,2019-02-21,Grade 1,460-665-9697
S09093,dr. jonathan brown md,2006-03-13,Grade 4,664-901-7373
S09094,Parker Mitchell,2014-06-14,Grade 1,561-534-5858
S09095,Wanda Morse,2011-12-05,Grade 4,unknown
S09096,Alexander Miller,2012-04-05,Grade 4,197-650-3359
S09097,Kyle Lopez,2011-04-05,Grade 2,563-552-3920
S09098,Chase Evans,2010-01-13,Grade 1,721-890-8950
S09099,Janice Johnson,2015-05-13,Grade 5,303-093-8373
S09100,Jason Mitchell,2008-11-23,Grade 1,692-731-9235
S09101,Austin Lara,2018-11-11,Grade 2,788-302-4489
S09102,Ryan Munoz,2014-12-02,Grade 2,871-307-8811
S09103,Sara Pace,2016-12-08,Grade 3,827-919-6260
S09104,Brent Garcia,2011-06-25,Grade 4,369-658-3773
S09105,Kevin Roberts,2014-09-28,Grade 1,831-524-2844
S09106,Julia Schultz,2017-11-17,Grade 1,055-706-4742
S09107,Anna Navarro,2016-05-24,Grade 5,516-838-7621
S09108,George Hensley,2008-10-14,Grade 2,911-289-8816
S09109,David Case,2010-04-08,Grade 5,815-109-8145
S09110,Brandy Gregory,2008-08-10,Grade 2,100-903-9651
S09111,Dr. Kevin Richardson MD,2008-06-03,Grade 2,461-337-5392
S09112,Theodore Mcclure,2009-06-24,Grade 4,908-302-5112
S09113,Anthony Rios,2011-03-09,Grade 5,557-122-1176
S09114,Zachary Medina,2013-04-01,Grade 3,084-148-0882
S09115,Robert Soto,2015-06-16,Grade 3,624-229-3971
S09116,Adrian Herrera,2018-11-10,Grade 1,431-258-5051
S09117,Cody Barker,2016-11-18,Grade 5,321-720-7019
S09118,Anthony Nicholson,2010-09-29,Grade 1,472-353-9854
S09119,Tracy Cummings,2018-10-08,Grade 4,799-769-9326
S09120,Regina Miller,2008-08-14,Grade 4,464-449-3263
S09121,Charlotte Blackwell,2013-05-05,Grade 3,807-505-5441
S09122,Evelyn Jordan,2009-03-24,Grade 2,733-367-5004
S09123,maria hamilton,2014-07-06,Grade 2,838-636-1943
S09124,Timothy Cordova,2013-08-20,Grade 3,215-999-1701
S09125,Krista Stephens,2016-04-22,Grade 5,372-989-5910
S09126,Robert Foster,2012-10-22,Grade 1,873-221-5067
S09127,Susan Williams,2012-08-26,Grade 1,484-314-2088
S09128,Mrs. Sarah Johnson,2007-12-04,Grade 5,495-977-5544
S09129,Melissa Mccoy,2016-04-12,Grade 2,990-276-5672
S09130,nicholas thompson,2016-01-31,Grade 1,792-810-9056
S09131,Lauren Oconnell,2018-06-03,Grade 2,918-270-0348
S09132,Emily Cruz,2018-06-13,Grade 5,266-161-7678
S09133,Julie Taylor,2010-11-04,Grade 3,945-265-2814
S09134,Richard Nelson,2007-08-21,Grade 4,351-168-0668
S09135,Annette Riley,2017-05-15,Grade 5,696-394-0070
S09136,Jamie Warren,2012-08-24,Grade 5,598-934-5204
S09137,Noah Long,2011-08-24,Grade 5,952-965-9860
S09138,Dawn Calderon,2014-03-19,Grade 2,923-635-9989
S09139,Rhonda Mitchell,2019-01-10,Grade 3,224-789-3024
S09140,Laura Anthony,2018-01-03,Grade 1,311-644-0416
S09141,Diane Zavala,2007-01-07,Grade 3,756-511-2488
S09142,amy mccarthy,2010-12-07,Grade 1,214-607-8189
S09143,karl jones,2007-02-12,Grade 2,372-071-4083
S09144,Grace Wheeler,2013-11-17,Grade 3,900-850-2548
S09145,Jade Velasquez,2007-10-21,Grade 5,483-587-9183
S09146,William Patterson,2015-05-11,Grade 4,363-205-0306
S09147,Justin Wheeler,2012-02-01,Grade 4,959-472-2739
S09148,Dr. Marcus Mcdaniel,2013-09-05,Grade 5,764-407-8772
S09149,David Boyd,2010-12-06,Grade 3,377-426-6097
S09150,Christian Keith,2006-03-11,Grade 1,524-634-9641
S09151,Nathan Reyes,2015-06-06,Grade 1,359-810-1764
S09152,Brian Myers,2011-09-24,Grade 4,676-658-3850
S09153,Jacqueline Calderon,2014-02-13,Grade 2,unknown
S09154,Patricia Wallace,2017-08-26,Grade 3,445-502-9888
S09155,angela vaughn,2014-01-14,Grade 5,794-274-5148
S09156,Katie Ortega,2018-02-28,Grade 3,unknown
S09157,Elizabeth Ortiz,2010-02-15,Grade 3,463-211-9372
S09158,Darlene Moreno,2006-10-09,Grade 3,528-410-9755
S09159,Christopher Holland,2015-02-15,Grade 2,848-932-0017
S09160,Jessica Jacobs,2015-04-23,Grade 5,566-671-6574
S09161,Amber Coleman,2017-06-26,Grade 5,764-830-6608
S09162,George Maxwell,2008-05-21,Grade 1,786-574-4178
S09163,William Benjamin,2006-05-11,Grade 5,943-925-0745
S09164,Kendra Patterson,2018-07-27,Grade 5,421-525-6495
S09165,Emily Jackson,2015-06-19,Grade 3,850-834-9558
S09166,Maria Sanchez,2011-08-09,Grade 2,429-246-6527
S09167,Wendy Parks,2017-04-25,Grade 2,932-004-9816
S09168,John Green,2015-03-11,Grade 4,774-257-0647
S09169,Charles Baker,2009-09-23,Grade 5,756-754-6754
S09170,Charles Richardson,2015-06-23,Grade 4,372-257-8047
S09171,Maria Smith DVM,2009-12-13,Grade 2,669-423-7517
S09172,James Marquez,2007-09-12,Grade 3,780-539-4985
S09173,Rebecca Page,2006-06-04,Grade 4,694-963-6647
S09174,Amy James,2018-12-21,Grade 3,625-514-4379
S09175,Elizabeth Martinez,2007-10-19,Grade 1,048-191-7962
S09176,Juan Camacho,2014-10-28,Grade 4,361-773-3989
S09177,kristin hayes,2007-05-01,Grade 2,unknown
S09178,Elijah Moran,2016-12-22,Grade 2,unknown
S09179,Devin Silva,2013-02-15,Grade 3,803-049-4545
S09180,Jose Huffman,2013-05-20,Grade 5,568-976-3714
S09181,Tracy Roberts,2010-10-04,Grade 2,unknown
S09182,Connie Davenport,2013-09-23,Grade 2,898-860-1910
S09183,Preston Cabrera,2009-03-11,Grade 2,309-323-6610
S09184,George Jones,2013-05-05,Grade 2,765-841-0382
S09185,Andrea Mcintosh,2017-02-05,Grade 2,368-413-3184
S09186,Jennifer Garcia,2010-04-29,Grade 2,998-566-6307
S09187,Julie Brown,2009-05-10,Grade 3,428-004-1977
S09188,Tyrone Miller,2013-06-18,Grade 3,601-659-1106
S09189,sara richmond,2013-06-22,Grade 2,302-828-8465
S09190,Craig Cooper,2019-02-24,Grade 2,113-576-2065
S09191,Michael Combs,2013-04-30,Grade 3,288-873-3011
S09192,Courtney Banks,2016-12-07,Grade 3,665-222-0504
S09193,Sandra Bauer,2007-10-16,Grade 1,364-853-7331
S09194,Steven Rodriguez,2014-08-03,Grade 2,838-686-6782
S09195,misty oconnor,2017-04-17,Grade 1,660-314-8346
S09196,Jackie Smith,2012-11-01,Grade 1,841-508-3905
S09197,Greg Watson,2014-09-13,Grade 5,707-931-5552
S09198,Jesse Figueroa,2016-08-26,Grade 1,462-751-4588
S09199,Andrew Gardner,2012-09-12,Grade 2,807-749-9155
S09200,Natalie Strickland,2007-09-13,Grade 4,025-071-9937
S09201,Jackson Hale,2013-07-27,Grade 1,805-712-5315
S09202,dean james,2008-01-07,Grade 3,241-475-4045
S09203,Joshua Sweeney,2016-07-07,Grade 3,465-091-4220
S09204,Sandra Clark,2007-05-25,Grade 5,115-048-0225
S09205,julie frazier,2014-06-08,Grade 4,003-069-6534
S09206,Timothy Williams,2014-06-01,Grade 1,595-834-8785
S09207,David Forbes,2015-09-13,Grade 3,497-441-8861
S09208,Dana Williams,2010-08-20,Grade 1,816-639-8064
S09209,Jessica Stanley,2012-12-16,Grade 5,530-562-8164
S09210,Angel Patel,2013-04-14,Grade 5,780-769-0330
S09211,Luke Maxwell,2009-08-02,Grade 3,561-826-0654
S09212,Jennifer Reyes,2008-04-01,Grade 3,684-798-9800
S09213,Christine Harper,2014-12-31,Grade 1,589-457-5791
S09214,Robert Conner,2010-05-30,Grade 3,634-830-5955
S09215,Ashley Harris,2015-07-11,Grade 2,481-245-7558
S09216,Nicole Boone,2011-06-08,Grade 2,923-483-3891
S09217,adam brown,2009-11-21,Grade 3,201-326-9948
S09218,Adam Vazquez,2017-06-18,Grade 4,289-666-1344
S09219,Olivia Dominguez,2016-05-07,Grade 4,648-051-3659
S09220,Michael Williams,2015-09-08,Grade 5,276-558-6948
S09221,Robert Brooks,2009-02-01,Grade 4,369-845-8532
S09222,darren daniel,2006-09-24,Grade 5,522-393-8882
S09223,Traci Nunez,2013-04-25,Grade 1,699-457-5803
S09224,Rachel Hartman,2010-02-12,Grade 2,264-538-4330
S09225,Zachary Malone,2017-11-17,Grade 3,585-834-8077
S09226,Kaitlin Butler,2014-10-22,Grade 3,294-957-8502
S09227,Heather Martin,2012-01-15,Grade 4,627-505-3444
S09228,Aaron Peterson,2016-12-31,Grade 2,943-834-4926
S09229,Robert Vaughn,2015-10-06,Grade 5,366-858-1872
S09230,Anthony Greene,2013-09-26,Grade 5,590-865-6255
S09231,James Horn,2010-04-27,Grade 1,761-575-1062
S09232,John Branch,2008-12-13,Grade 4,529-509-0592
S09233,Andrea Brown,2007-06-25,Grade 4,265-230-9213
S09234,Mrs. Elizabeth Howard MD,2014-11-05,Grade 2,075-051-7559
S09235,gabrielle johnson,2010-06-27,Grade 4,470-370-6472
S09236,Carolyn Mata,2015-07-04,Grade 5,247-676-8736
S09237,Gregory Williams,2010-11-06,Grade 1,298-008-4296
S09238,Jennifer Johnson,2016-11-24,Grade 5,861-696-5075
S09239,Tina Montgomery,2018-08-01,Grade 3,023-273-3308
S09240,Wanda Taylor,2006-05-06,Grade 1,480-289-5981
S09241,David Adams,2016-03-31,Grade 2,546-915-0112
S09242,Greg Castillo,2010-02-19,Grade 2,889-703-0609
S09243,Jaclyn Brown,2006-08-17,Grade 4,204-056-8348
S09244,Robert Walker,2011-06-28,Grade 3,332-547-8893
S09245,Nancy Hayes,2007-03-29,Grade 4,611-787-1879
S09246,Courtney Simmons,2012-03-18,Grade 2,661-496-5732
S09247,ryan wood,2008-10-16,Grade 5,499-903-7095
S09248,kelly sanders,2009-06-06,Grade 4,243-287-2962
S09249,Jimmy Ramirez,2016-02-27,Grade 3,096-864-7312
S09250,Dr. Joseph Perry,2016-08-06,Grade 1,357-156-2280
S09251,William Smith,2009-02-04,Grade 2,407-439-4186
S09252,Matthew Cooper,2010-07-28,Grade 2,555-658-2668
S09253,Jackson White,2010-05-02,Grade 5,700-706-5799
S09254,Stephanie Green,2012-07-15,Grade 5,345-491-0070
S09255,Jennifer Sherman,2011-02-12,Grade 5,272-931-6137
S09256,Jennifer Glover,2010-02-23,Grade 3,889-471-0913
S09257,Andrew Atkinson,2007-06-11,Grade 5,717-527-5207
S09258,April Deleon,2011-04-13,Grade 5,443-375-7364
S09259,Tiffany Gomez,2012-08-01,Grade 2,413-564-0220
S09260,Benjamin Ferguson,2013-03-08,Grade 3,456-529-3326
S09261,Robert Reyes,2012-04-20,Grade 2,324-681-1198
S09262,daniel scott,2019-02-22,Grade 2,207-888-5857
S09263,Debra Colon,2013-08-02,Grade 3,813-199-1700
S09264,Melissa Lee,2015-09-23,Grade 3,491-543-4954
S09265,Michael Cox,2010-01-25,Grade 5,245-285-5192
S09266,Victor Rodriguez,2016-06-29,Grade 2,430-927-8617
S09267,john harris,2009-11-02,Grade 5,498-949-3998
S09268,Andrew Garrison,2006-11-23,Grade 5,133-350-9256
S09269,Margaret Shields,2012-03-18,Grade 4,102-357-7061
S09270,Kaitlyn Jones,2014-07-03,Grade 3,183-435-0897
S09271,Carolyn Strickland,2009-03-21,Grade 1,862-359-5853
S09272,Elizabeth Maxwell,2014-12-18,Grade 4,372-254-3925
S09273,Jordan Rodriguez,2013-05-25,Grade 2,771-404-4231
S09274,Donna Preston,2012-07-22,Grade 3,168-494-0064
S09275,Christina Wilson,2006-09-07,Grade 2,245-666-0368
S09276,laura moore,2008-05-23,Grade 3,unknown
S09277,anthony diaz,2017-02-19,Grade 1,709-522-8028
S09278,Mr. Mark Hall,2007-03-28,Grade 2,119-796-0117
S09279,Tara Lucas,2011-03-30,Grade 4,688-150-8849
S09280,Ashley Mullen,2006-09-23,Grade 4,141-860-4234
S09281,dominic combs,2010-01-23,Grade 5,395-272-0905
S09282,Tony Nguyen,2009-01-05,Grade 4,447-847-3147
S09283,Patricia Lawson,2018-01-25,Grade 5,745-603-1897
S09284,Stacey Mcdonald,2007-05-18,Grade 2,unknown
S09285,michael garrett,2009-11-25,Grade 5,943-384-8603
S09286,Courtney Prince,2017-04-03,Grade 1,708-429-0667
S09287,Angel Griffin,2018-12-24,Grade 3,473-531-6709
S09288,thomas sherman,2016-04-16,Grade 4,327-764-5797
S09289,Todd Taylor,2018-10-18,Grade 2,unknown
S09290,Tara Thompson,2008-02-05,Grade 2,unknown
S09291,Brandy Jordan,2010-02-14,Grade 4,010-245-5385
S09292,John Thompson,2015-09-22,Grade 4,175-352-6070
S09293,Jacqueline Krueger,2016-10-15,Grade 5,303-789-2133
S09294,Christian Smith,2017-12-07,Grade 2,unknown
S09295,Mark Harmon,2014-10-27,Grade 1,unknown
S09296,Melissa Young,2008-04-03,Grade 3,563-314-2506
S09297,Ms. Barbara Neal DDS,2012-03-11,Grade 5,403-451-8087
S09298,Amber Shepherd DDS,2016-05-10,Grade 1,442-519-2684
S09299,David Todd,2008-07-13,Grade 5,133-730-5819
S09300,Paul Miller,2013-08-05,Grade 5,994-114-5487
S09301,Jose Weaver,2010-05-09,Grade 3,unknown
S09302,Tonya Bailey,2017-08-27,Grade 1,284-981-9594
S09303,chad davis,2018-03-27,Grade 3,624-938-4030
S09304,tony fleming,2007-02-20,Grade 4,901-937-8030
S09305,David Douglas,2014-07-23,Grade 4,357-152-3608
S09306,Bruce Delgado,2008-08-25,Grade 1,715-579-1394
S09307,Dr. William Allen,2009-11-13,Grade 4,240-741-3909
S09308,Matthew Wells,2018-07-14,Grade 4,973-365-6788
S09309,Nicholas Strong,2019-03-05,Grade 2,094-375-8042
S09310,Samantha Moore,2015-07-14,Grade 3,677-352-8514
S09311,Kimberly Diaz,2011-05-22,Grade 1,796-829-9002
S09312,Haley Greene,2011-01-07,Grade 5,214-816-7260
S09313,Crystal Wright,2011-05-11,Grade 2,660-944-4724
S09314,Aaron Reed,2010-06-01,Grade 1,553-228-2119
S09315,Mark Robinson,2009-03-13,Grade 1,452-185-5798
S09316,James Benton,2016-01-23,Grade 5,554-843-5673
S09317,Vicki Bonilla,2018-05-06,Grade 5,361-895-1996
S09318,Jessica Dixon,2008-09-28,Grade 4,607-335-3467
S09319,Lauren Cardenas,2017-08-25,Grade 3,590-951-6779
S09320,Sherry Travis,2007-10-31,Grade 3,602-733-2018
S09321,Jessica Butler,2013-07-03,Grade 2,476-310-9981
S09322,Rebecca Davis,2008-01-15,Grade 1,307-378-4895
S09323,Christopher Ball,2014-04-20,Grade 4,491-085-7197
S09324,Marcus Morales,2013-05-02,Grade 4,692-358-5261
S09325,Elizabeth Smith,2011-09-25,Grade 5,453-438-5693
S09326,Miguel Sandoval,2017-07-17,Grade 2,705-509-3151
S09327,Kevin Church,2010-09-16,Grade 3,574-251-6225
S09328,Bryan Reed,2010-10-10,Grade 1,926-841-2255
S09329,Kathryn Dorsey,2017-12-12,Grade 4,888-697-3043
S09330,Ashley Clark,2014-04-17,Grade 1,580-453-9961
S09331,Corey Lynch,2016-12-25,Grade 3,731-288-5770
S09332,leonard robles,2010-01-29,Grade 3,733-284-9821
S09333,Jose Garcia MD,2010-01-04,Grade 1,780-886-4450
S09334,Jose Wilson,2007-08-21,Grade 2,994-018-5124
S09335,Lisa Martinez,2006-04-18,Grade 4,302-515-1619
S09336,David Nichols,2010-11-07,Grade 4,707-586-4198
S09337,Martin Gross,2007-12-07,Grade 4,370-439-0587
S09338,Kenneth Kim,2010-06-08,Grade 5,869-276-5015
S09339,Melanie Hays,2008-03-19,Grade 1,342-505-1043
S09340,kimberly crawford,2013-08-20,Grade 3,992-435-1915
S09341,Ricardo Hammond,2008-10-17,Grade 2,892-695-8953
S09342,Kathleen Hunt,2015-04-23,Grade 1,497-253-6641
S09343,Julia Hoover,2009-05-22,Grade 2,700-330-9482
S09344,Sara Williams,2008-01-19,Grade 4,235-371-9249
S09345,james parker,2008-09-27,Grade 4,620-172-2984
S09346,Devin Johnston,2007-06-08,Grade 3,699-008-3831
S09347,Stefanie Conrad,2016-03-12,Grade 3,382-611-9883
S09348,Gina Miller,2009-10-23,Grade 2,811-756-5453
S09349,Jeremy Wilson,2016-02-05,Grade 3,849-726-9590
S09350,Charles Johnson,2017-09-10,Grade 2,375-876-5673
S09351,Ashley Cooper,2016-03-14,Grade 1,202-629-3114
S09352,William Peterson,2008-11-30,Grade 1,178-761-5871
S09353,Rodney Hernandez,2015-09-05,Grade 5,758-290-4698
S09354,Miss Michelle Lee,2012-01-23,Grade 4,042-765-3258
S09355,Cory Garcia,2016-09-23,Grade 4,370-445-9189
S09356,Joshua Camacho,2017-03-18,Grade 3,933-469-5040
S09357,Nicholas Moran,2019-01-30,Grade 3,746-750-1065
S09358,Lori Ward,2010-01-01,Grade 2,212-520-7169
S09359,Brianna Owens,2016-08-15,Grade 4,447-271-7905
S09360,Lisa Bailey,2007-12-28,Grade 5,219-506-7472
S09361,Christopher Brock,2010-04-08,Grade 4,339-776-9725
S09362,Jose Anderson MD,2014-04-25,Grade 4,271-282-2958
S09363,Patricia Walters,2014-02-21,Grade 3,738-691-1836
S09364,Antonio Walters,2018-10-07,Grade 4,unknown
S09365,john garcia,2006-08-03,Grade 5,399-592-2136
S09366,Nicholas Tucker,2014-10-26,Grade 4,985-459-3011
S09367,Holly Davis,2011-10-10,Grade 4,896-606-1269
S09368,Catherine Serrano,2011-01-04,Grade 4,420-984-7705
S09369,ashley gomez,2016-02-13,Grade 2,631-087-4678
S09370,meghan jones,2008-10-08,Grade 5,750-710-1571
S09371,Debra Alexander,2010-12-28,Grade 1,295-332-2280
S09372,Maria Ware,2015-10-11,Grade 2,395-674-0327
S09373,Michael Duarte,2018-03-17,Grade 2,999-853-5991
S09374,Kaitlyn Brennan,2017-07-30,Grade 4,657-900-1967
S09375,Leah Martin,2008-08-08,Grade 1,298-941-7633
S09376,Kenneth Foster,2012-08-05,Grade 4,214-207-4702
S09377,Larry Atkinson,2011-09-09,Grade 3,549-648-1977
S09378,madison odom,2008-11-21,Grade 1,971-714-4953
S09379,Tammy Stanley,2011-10-10,Grade 2,181-264-1328
S09380,Vincent Norton,2014-02-10,Grade 4,802-672-0846
S09381,Whitney Barry,2007-11-25,Grade 1,232-966-3896
S09382,Teresa Sampson,2011-03-24,Grade 4,789-238-9226
S09383,Melissa Roth,2006-09-19,Grade 1,957-199-7341
S09384,Cody Thompson DVM,2015-06-18,Grade 5,200-272-7615
S09385,norman johnson,2016-02-13,Grade 1,unknown
S09386,Victoria Smith,2008-05-23,Grade 5,150-179-9833
S09387,rhonda espinoza,2017-01-29,Grade 5,233-169-8289
S09388,john turner,2012-12-05,Grade 3,685-974-4632
S09389,Rachel West,2011-05-22,Grade 2,563-449-5537
S09390,Kimberly Hernandez,2015-10-28,Grade 3,064-280-2598
S09391,Carly Khan,2012-11-11,Grade 1,unknown
S09392,Thomas Hill,2016-10-17,Grade 4,unknown
S09393,Jonathan Mendoza,2011-01-22,Grade 3,504-429-9501
S09394,John Shields,2011-07-22,Grade 4,233-093-4350
S09395,Anthony Williams,2012-07-09,Grade 4,724-055-5416
